position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
5823	3360.875	0
6037	3360.875	0.71922725
6038	3360.875	0.722588125
6042	3360.875	0.7360316250000001
6955	3360.875	3.8045105
6956	3365.375	3.807875875
6971	3025.0833333333335	3.853252125
6977	2966.2916666666665	3.871049875
7037	2323.9583333333335	4.010487375
7043	2137.125	4.023310125
7044	1928.5833333333333	4.025238708333333
7045	1850	4.027088708333333
7046	1621.4583333333333	4.0287101666666665
7048	1538.6666666666667	4.0317875
7049	1305.4583333333333	4.0330929583333335
7054	1284.625	4.039516083333334
7055	1284.625	4.040800708333334
7056	1284.625	4.042085333333334
7068	1284.625	4.057500833333334
7070	1284.625	4.060070083333334
7078	1284.625	4.070347083333334
7079	1284.625	4.071631708333334
7080	1557.5416666666667	4.073189250000001
7089	1667.7916666666667	4.088199375000001
7091	1667.7916666666667	4.091534958333335
7094	1753	4.096793958333334
7095	1864.0833333333333	4.098658041666668
7096	1891.5833333333333	4.100549625000001
7098	1991.4583333333333	4.104532541666668
7099	2026.3333333333333	4.106558875000001
7103	2026.3333333333333	4.114664208333334
7105	2026.3333333333333	4.1187168750000005
7107	1922	4.1225608750000005
7108	549.9166666666666	4.123110791666667
7111	541.2916666666666	4.124734666666667
7113	541.2916666666666	4.12581725
7119	541.2916666666666	4.129065
7120	541.2916666666666	4.129606291666667
7122	541.2916666666666	4.130688875
7123	541.2916666666666	4.131230166666667
7126	541.2916666666666	4.132854041666667
7133	615.875	4.137165166666667
7134	615.875	4.137781041666667
7137	615.875	4.139628666666667
7138	615.875	4.140244541666667
7139	611.2083333333334	4.14085575
7143	611.2083333333334	4.143300583333334
7144	611.2083333333334	4.143911791666667
7145	611.2083333333334	4.1445229999999995
7149	611.2083333333334	4.146967833333333
7150	617.125	4.147584958333333
7151	639.9166666666666	4.1482248749999995
7158	729.7916666666666	4.1533334166666664
7159	980.125	4.154313541666666
7160	1091.7916666666665	4.155405333333333
7162	1099.0833333333333	4.1576035000000005
7165	1099.0833333333333	4.160900750000001
7169	1103.2083333333333	4.165313583333334
7170	1107.625	4.166421208333334
7171	1107.625	4.167528833333335
7180	1107.625	4.177497458333335
7184	1134.5416666666667	4.182035625000001
7185	1203.5833333333333	4.183239208333334
7188	750.9166666666666	4.185491958333334
7190	381.375	4.186254708333334
7191	303.4166666666667	4.186558125
7196	255.70833333333334	4.187836666666667
7201	186	4.188766666666667
7359	186	4.218154666666667
7360	186	4.218340666666667
7361	186	4.218526666666667
7364	186	4.219084666666667
7369	4151.666666666667	4.2398430000000005
7370	4151.666666666667	4.2439946666666675
7373	4151.666666666667	4.256449666666668
7374	4151.666666666667	4.260601333333335
7375	1922.1666666666667	4.262523500000001
7379	646.25	4.265108500000001
7646	646.25	4.437657250000001
7650	646.25	4.440242250000001
7651	646.25	4.440888500000001
7658	646.25	4.44541225
7662	799.4583333333334	4.4486100833333335
7663	1135.0833333333333	4.449745166666667
7666	1239.625	4.453464041666667
7670	1239.625	4.458422541666667
7678	1239.625	4.4683395416666665
7682	846.375	4.471725041666667
7683	687.5833333333334	4.4724126250000005
7684	641.8333333333334	4.473054458333333
7689	641.8333333333334	4.476263625
7693	641.8333333333334	4.478830958333333
7694	641.8333333333334	4.479472791666666
7698	641.8333333333334	4.482040124999999
7780	641.8333333333334	4.534670458333332
7803	641.8333333333334	4.549432624999999
7809	641.8333333333334	4.553283624999999
8799	641.8333333333334	5.188698624999999
11213	641.8333333333334	6.738084291666666
11215	641.8333333333334	6.739367958333332
11220	641.875	6.742577333333332
11223	641.875	6.7445029583333325
11224	641.875	6.745144833333333
11226	641.875	6.746428583333333
11229	641.875	6.748354208333333
11230	641.875	6.748996083333333
11231	643.875	6.749639958333333
11232	643.875	6.750283833333333
11234	643.875	6.751571583333333
11235	643.875	6.752215458333333
11237	643.875	6.753503208333333
11249	643.875	6.7612297083333335
11251	643.875	6.762517458333334
17336	643.875	10.680496833333333
17339	643.875	10.682428458333332
17340	646.375	10.683074833333333
17528	999.9583333333334	10.871067
17529	1190.875	10.872257875
17531	1327.8333333333333	10.874913541666668
17532	1498.5416666666667	10.876412083333335
17534	1498.5416666666667	10.879409166666669
17536	1498.5416666666667	10.882406250000003
17539	1498.5416666666667	10.886901875000003
17542	1498.5416666666667	10.891397500000004
17573	1498.5416666666667	10.93785229166667
17574	1498.5416666666667	10.939350833333338
17671	1495.2916666666667	11.084394125000005
17681	1494.5	11.099339125000006
17682	1493	11.100832125000005
17683	1486.9166666666667	11.102319041666671
17708	1486.9166666666667	11.139491958333338
17711	1486.9166666666667	11.143952708333337
17712	1486.9166666666667	11.145439625000003
17714	1486.9166666666667	11.148413458333337
17715	1486.9166666666667	11.149900375000003
17912	1486.9166666666667	11.442822958333336
18103	1486.9166666666667	11.726824041666669
18104	1486.9166666666667	11.728310958333335
18105	1486.9166666666667	11.729797875000001
18106	1486.9166666666667	11.731284791666667
18158	1526.5833333333333	11.810667125
18159	1818.2916666666667	11.812485416666666
18160	2328.6666666666665	11.814814083333333
18161	2951.0833333333335	11.817765166666666
18162	3456.75	11.821221916666666
18163	4057.5416666666665	11.825279458333332
18164	4146.208333333333	11.829425666666666
18166	4146.208333333333	11.837718083333332
18168	4146.208333333333	11.846010499999998
18171	4146.208333333333	11.858449124999998
18392	4146.208333333333	12.774761166666664
18393	4146.208333333333	12.778907374999998
18397	4146.208333333333	12.79549220833333
18399	4146.208333333333	12.803784624999997
18400	4146.208333333333	12.80793083333333
18401	4146.208333333333	12.812077041666663
18402	4127.5	12.816204541666663
18408	4097.083333333333	12.840787041666662
18412	4097.083333333333	12.857175374999995
18524	4096.25	13.315955374999996
18525	4096.25	13.320051624999996
18534	4096.25	13.356917874999995
18545	4096.25	13.401976624999996
18550	4096.25	13.422457874999996
18551	4096.25	13.426554124999996
18563	4096.25	13.475709124999996
18608	4096.25	13.660040374999996
18610	4096.25	13.668232874999996
18869	4088	14.727024874999996
18881	4079.625	14.775980374999996
19024	4079.625	15.359366749999996
19025	4079.625	15.363446374999995
19027	3928.125	15.371302624999995
19029	3923.0833333333335	15.379148791666662
19030	3905.25	15.383054041666663
19031	3916.5	15.386970541666663
19032	3949.9166666666665	15.39092045833333
19034	3949.9166666666665	15.398820291666663
19732	3949.9166666666665	18.155862124999995
19738	3949.9166666666665	18.179561624999995
19739	3949.9166666666665	18.18351154166666
19794	4.708333333333333	18.183770499999994
19798	4.708333333333333	18.183789333333326
19919	4.708333333333333	18.18435904166666
20620	123.41666666666667	18.27087412499999
20621	191.66666666666666	18.271065791666658
20623	308.875	18.271683541666658
20625	423.125	18.272529791666656
20626	687.7083333333334	18.27321749999999
20627	808	18.27402549999999
20628	952.2916666666666	18.274977791666657
20629	952.2916666666666	18.275930083333325
20631	952.2916666666666	18.27783466666666
20632	952.2916666666666	18.278786958333328
20635	952.2916666666666	18.281643833333327
20636	952.2916666666666	18.282596124999994
20637	952.2916666666666	18.28354841666666
20638	952.2916666666666	18.28450070833333
20639	952.2916666666666	18.285452999999997
20640	952.2916666666666	18.286405291666664
20646	952.2916666666666	18.292119041666666
20647	952.2916666666666	18.293071333333334
20650	952.2916666666666	18.295928208333333
20651	952.2916666666666	18.2968805
20652	952.2916666666666	18.297832791666668
20653	952.2916666666666	18.298785083333335
20661	952.2916666666666	18.30640341666667
20666	952.2916666666666	18.311164875000003
20670	959.375	18.315002375000002
20674	1149.5	18.319600375000004
20675	1513.2083333333333	18.321113583333336
20676	1633.2916666666667	18.322746875000004
20678	1645.0416666666667	18.326036958333336
20679	1685.1666666666667	18.327722125000005
20680	1706.625	18.329428750000005
20681	1706.625	18.331135375000006
20685	1706.625	18.337961875000005
20686	1706.625	18.339668500000005
20693	1706.625	18.351614875000006
20694	1706.625	18.353321500000007
20695	1706.625	18.355028125000008
20697	1706.625	18.35844137500001
20698	1706.625	18.36014800000001
20701	1706.625	18.365267875000008
20705	1706.625	18.372094375000007
20707	1706.625	18.375507625000008
20708	1706.625	18.37721425000001
20710	1706.625	18.38062750000001
20711	1700.3333333333333	18.382327833333342
20714	1690.2916666666667	18.387398708333343
20715	1690.2916666666667	18.38908900000001
20716	1690.2916666666667	18.390779291666675
20721	1690.2916666666667	18.399230750000008
20722	1690.2916666666667	18.400921041666674
20723	1690.2916666666667	18.40261133333334
20727	1690.2916666666667	18.409372500000007
20728	1690.2916666666667	18.411062791666673
20730	1690.2916666666667	18.414443375000005
