position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
1251	1711.5833333333333	0
1253	1711.5833333333333	0.0034231666666666664
14897	1710.3333333333333	23.33921116666667
14904	1710.3333333333333	23.3511835
14905	1710.3333333333333	23.352893833333333
14924	1710.3333333333333	23.385390166666667
14926	1710.3333333333333	23.388810833333334
14928	1710.3333333333333	23.3922315
14929	1710.3333333333333	23.393941833333333
14932	1710.3333333333333	23.39907283333333
18633	1710.3333333333333	29.729016499999997
18641	1180.75	29.738462499999997
18642	717.5416666666666	29.739180041666664
18643	153.41666666666666	29.73933345833333
18644	57.166666666666664	29.739390625
19452	57.166666666666664	29.785581291666666
19454	57.166666666666664	29.785695625
19455	57.166666666666664	29.785752791666667
19470	57.166666666666664	29.786610291666666
19474	57.166666666666664	29.786838958333334
19480	57.166666666666664	29.787181958333335
19481	56.208333333333336	29.78723816666667
19556	56.208333333333336	29.79145379166667
19748	56.208333333333336	29.802245791666667
19753	56.208333333333336	29.802526833333335
19778	56.208333333333336	29.80393204166667
19787	56.208333333333336	29.80443791666667
19796	56.208333333333336	29.804943791666673
19797	56.208333333333336	29.805000000000007
20255	56.208333333333336	29.830743416666675
20256	56.208333333333336	29.830799625000008
30360	56.208333333333336	30.398728625000007
33685	44	30.545028625000008
33687	27.083333333333332	30.545082791666673
33691	21.625	30.54516929166667
33697	15.083333333333334	30.54525979166667
33701	7.75	30.54529079166667
33709	7.75	30.54535279166667
33712	7.75	30.54537604166667
33716	7.75	30.54540704166667
33717	7.75	30.545414791666673
33718	7.75	30.545422541666674
33725	7.75	30.545476791666676
33727	7.75	30.545492291666676
33741	7.75	30.545600791666676
33743	7.75	30.545616291666676
33744	7.75	30.545624041666677
33746	7.75	30.545639541666677
34828	5.416666666666667	30.55150037500001
34830	3.375	30.55150712500001
34833	0.375	30.551508250000012
35003	0.375	30.55157200000001
35005	0.375	30.551572750000012
35011	0.375	30.551575000000014
35180	0.375	30.551638375000014
35181	0.375	30.551638750000013
35182	0.375	30.551639125000012
35188	1370.5416666666667	30.559862375000012
35220	1562.25	30.609854375000012
35382	970.25	30.76703487500001
35474	609.8333333333334	30.823139541666677
36994	569.7083333333334	31.689096208333343
37592	569.7083333333334	32.02978179166668
37610	569.7083333333334	32.04003654166668
37621	0.3333333333333333	32.040040208333345
37692	0.3333333333333333	32.04006387500001
37715	0.3333333333333333	32.04007154166668
